experiment_id,model,hardware,precision,framework,workload,flip_rate,num_flips,num_comparisons
mistral-7b--mi300x--fp8--sglang,mistral-7b,mi300x,fp8,sglang,long_context,0.0,0,100
mistral-7b--mi300x--fp8--sglang,mistral-7b,mi300x,fp8,sglang,math,16.8,84,500
mistral-7b--mi300x--fp8--sglang,mistral-7b,mi300x,fp8,sglang,safety,6.346153846153846,33,520
mistral-7b--mi300x--fp8--vllm,mistral-7b,mi300x,fp8,vllm,code,0.6097560975609756,1,164
mistral-7b--mi300x--fp8--vllm,mistral-7b,mi300x,fp8,vllm,long_context,0.0,0,100
mistral-7b--mi300x--fp8--vllm,mistral-7b,mi300x,fp8,vllm,math,21.2,106,500
mistral-7b--mi300x--fp8--vllm,mistral-7b,mi300x,fp8,vllm,safety,7.6923076923076925,40,520
mixtral-8x7b--b200--fp16--sglang,mixtral-8x7b,b200,fp16,sglang,code,0.0,0,164
mixtral-8x7b--b200--fp16--sglang,mixtral-8x7b,b200,fp16,sglang,long_context,1.0,1,100
mixtral-8x7b--b200--fp16--sglang,mixtral-8x7b,b200,fp16,sglang,math,12.8,64,500
mixtral-8x7b--b200--fp16--sglang,mixtral-8x7b,b200,fp16,sglang,safety,6.730769230769231,35,520
mixtral-8x7b--b200--fp16--tensorrt-llm,mixtral-8x7b,b200,fp16,tensorrt-llm,code,0.0,0,164
mixtral-8x7b--b200--fp16--tensorrt-llm,mixtral-8x7b,b200,fp16,tensorrt-llm,long_context,3.0,3,100
mixtral-8x7b--b200--fp16--tensorrt-llm,mixtral-8x7b,b200,fp16,tensorrt-llm,math,13.0,65,500
mixtral-8x7b--b200--fp16--tensorrt-llm,mixtral-8x7b,b200,fp16,tensorrt-llm,safety,5.961538461538462,31,520
mixtral-8x7b--b200--fp16--vllm,mixtral-8x7b,b200,fp16,vllm,code,0.0,0,164
mixtral-8x7b--b200--fp16--vllm,mixtral-8x7b,b200,fp16,vllm,long_context,2.0,2,100
mixtral-8x7b--b200--fp16--vllm,mixtral-8x7b,b200,fp16,vllm,math,4.6,23,500
mixtral-8x7b--b200--fp16--vllm,mixtral-8x7b,b200,fp16,vllm,safety,2.307692307692308,12,520
mixtral-8x7b--b200--fp8--sglang,mixtral-8x7b,b200,fp8,sglang,code,0.0,0,164
mixtral-8x7b--b200--fp8--sglang,mixtral-8x7b,b200,fp8,sglang,long_context,4.0,4,100
mixtral-8x7b--b200--fp8--sglang,mixtral-8x7b,b200,fp8,sglang,math,17.8,89,500
mixtral-8x7b--b200--fp8--sglang,mixtral-8x7b,b200,fp8,sglang,safety,11.73076923076923,61,520
mixtral-8x7b--b200--fp8--tensorrt-llm,mixtral-8x7b,b200,fp8,tensorrt-llm,code,0.0,0,164
mixtral-8x7b--b200--fp8--tensorrt-llm,mixtral-8x7b,b200,fp8,tensorrt-llm,long_context,3.0,3,100
mixtral-8x7b--b200--fp8--tensorrt-llm,mixtral-8x7b,b200,fp8,tensorrt-llm,math,13.0,65,500
mixtral-8x7b--b200--fp8--tensorrt-llm,mixtral-8x7b,b200,fp8,tensorrt-llm,safety,5.961538461538462,31,520
mixtral-8x7b--b200--fp8--vllm,mixtral-8x7b,b200,fp8,vllm,code,0.0,0,164
mixtral-8x7b--b200--fp8--vllm,mixtral-8x7b,b200,fp8,vllm,long_context,7.000000000000001,7,100
mixtral-8x7b--b200--fp8--vllm,mixtral-8x7b,b200,fp8,vllm,math,21.8,109,500
mixtral-8x7b--b200--fp8--vllm,mixtral-8x7b,b200,fp8,vllm,safety,11.73076923076923,61,520
mixtral-8x7b--h100--fp16--sglang,mixtral-8x7b,h100,fp16,sglang,code,0.0,0,164
mixtral-8x7b--h100--fp16--sglang,mixtral-8x7b,h100,fp16,sglang,long_context,3.0,3,100
mixtral-8x7b--h100--fp16--sglang,mixtral-8x7b,h100,fp16,sglang,math,13.4,67,500
mixtral-8x7b--h100--fp16--sglang,mixtral-8x7b,h100,fp16,sglang,safety,6.153846153846154,32,520
mixtral-8x7b--h100--fp8--sglang,mixtral-8x7b,h100,fp8,sglang,code,0.0,0,164
mixtral-8x7b--h100--fp8--sglang,mixtral-8x7b,h100,fp8,sglang,long_context,9.0,9,100
mixtral-8x7b--h100--fp8--sglang,mixtral-8x7b,h100,fp8,sglang,math,21.8,109,500
mixtral-8x7b--h100--fp8--sglang,mixtral-8x7b,h100,fp8,sglang,safety,11.346153846153848,59,520
mixtral-8x7b--h100--fp8--vllm,mixtral-8x7b,h100,fp8,vllm,code,0.6097560975609756,1,164
mixtral-8x7b--h100--fp8--vllm,mixtral-8x7b,h100,fp8,vllm,long_context,12.0,12,100
mixtral-8x7b--h100--fp8--vllm,mixtral-8x7b,h100,fp8,vllm,math,31.2,156,500
mixtral-8x7b--h100--fp8--vllm,mixtral-8x7b,h100,fp8,vllm,safety,30.57692307692308,159,520
mixtral-8x7b--h200--fp16--sglang,mixtral-8x7b,h200,fp16,sglang,code,0.0,0,164
mixtral-8x7b--h200--fp16--sglang,mixtral-8x7b,h200,fp16,sglang,long_context,3.0,3,100
mixtral-8x7b--h200--fp16--sglang,mixtral-8x7b,h200,fp16,sglang,math,14.000000000000002,70,500
mixtral-8x7b--h200--fp16--sglang,mixtral-8x7b,h200,fp16,sglang,safety,7.129094412331407,37,520
mixtral-8x7b--h200--fp16--tensorrt-llm,mixtral-8x7b,h200,fp16,tensorrt-llm,code,0.0,0,164
mixtral-8x7b--h200--fp16--tensorrt-llm,mixtral-8x7b,h200,fp16,tensorrt-llm,long_context,4.0,4,100
mixtral-8x7b--h200--fp16--tensorrt-llm,mixtral-8x7b,h200,fp16,tensorrt-llm,math,12.0,60,500
mixtral-8x7b--h200--fp16--tensorrt-llm,mixtral-8x7b,h200,fp16,tensorrt-llm,safety,7.321772639691715,38,520
mixtral-8x7b--h200--fp16--vllm,mixtral-8x7b,h200,fp16,vllm,code,0.0,0,164
mixtral-8x7b--h200--fp16--vllm,mixtral-8x7b,h200,fp16,vllm,long_context,3.0,3,100
mixtral-8x7b--h200--fp16--vllm,mixtral-8x7b,h200,fp16,vllm,math,5.2,26,500
mixtral-8x7b--h200--fp16--vllm,mixtral-8x7b,h200,fp16,vllm,safety,2.307692307692308,12,520
mixtral-8x7b--h200--fp8--sglang,mixtral-8x7b,h200,fp8,sglang,code,0.0,0,164
mixtral-8x7b--h200--fp8--sglang,mixtral-8x7b,h200,fp8,sglang,long_context,9.0,9,100
mixtral-8x7b--h200--fp8--sglang,mixtral-8x7b,h200,fp8,sglang,math,23.200000000000003,116,500
mixtral-8x7b--h200--fp8--sglang,mixtral-8x7b,h200,fp8,sglang,safety,12.115384615384617,63,520
mixtral-8x7b--h200--fp8--tensorrt-llm,mixtral-8x7b,h200,fp8,tensorrt-llm,code,0.6097560975609756,1,164
mixtral-8x7b--h200--fp8--tensorrt-llm,mixtral-8x7b,h200,fp8,tensorrt-llm,long_context,3.0,3,100
mixtral-8x7b--h200--fp8--tensorrt-llm,mixtral-8x7b,h200,fp8,tensorrt-llm,math,13.2,66,500
mixtral-8x7b--h200--fp8--tensorrt-llm,mixtral-8x7b,h200,fp8,tensorrt-llm,safety,6.538461538461539,34,520
mixtral-8x7b--h200--fp8--vllm,mixtral-8x7b,h200,fp8,vllm,code,0.0,0,164
mixtral-8x7b--h200--fp8--vllm,mixtral-8x7b,h200,fp8,vllm,long_context,13.0,13,100
mixtral-8x7b--h200--fp8--vllm,mixtral-8x7b,h200,fp8,vllm,math,30.2,151,500
mixtral-8x7b--h200--fp8--vllm,mixtral-8x7b,h200,fp8,vllm,safety,32.30769230769231,168,520
mixtral-8x7b--mi300x--fp16--sglang,mixtral-8x7b,mi300x,fp16,sglang,code,0.0,0,164
mixtral-8x7b--mi300x--fp16--sglang,mixtral-8x7b,mi300x,fp16,sglang,long_context,3.0,3,100
mixtral-8x7b--mi300x--fp16--sglang,mixtral-8x7b,mi300x,fp16,sglang,math,13.2,66,500
mixtral-8x7b--mi300x--fp16--sglang,mixtral-8x7b,mi300x,fp16,sglang,safety,9.038461538461538,47,520
mixtral-8x7b--mi300x--fp16--vllm,mixtral-8x7b,mi300x,fp16,vllm,code,0.0,0,164
mixtral-8x7b--mi300x--fp16--vllm,mixtral-8x7b,mi300x,fp16,vllm,long_context,2.0,2,100
mixtral-8x7b--mi300x--fp16--vllm,mixtral-8x7b,mi300x,fp16,vllm,math,5.0,25,500
mixtral-8x7b--mi300x--fp16--vllm,mixtral-8x7b,mi300x,fp16,vllm,safety,2.1153846153846154,11,520
mixtral-8x7b--mi300x--fp8--sglang,mixtral-8x7b,mi300x,fp8,sglang,code,0.0,0,164
mixtral-8x7b--mi300x--fp8--sglang,mixtral-8x7b,mi300x,fp8,sglang,long_context,8.0,8,100
mixtral-8x7b--mi300x--fp8--sglang,mixtral-8x7b,mi300x,fp8,sglang,math,23.6,118,500
mixtral-8x7b--mi300x--fp8--sglang,mixtral-8x7b,mi300x,fp8,sglang,safety,11.923076923076923,62,520
mixtral-8x7b--mi300x--fp8--vllm,mixtral-8x7b,mi300x,fp8,vllm,code,0.0,0,164
mixtral-8x7b--mi300x--fp8--vllm,mixtral-8x7b,mi300x,fp8,vllm,long_context,8.0,8,100
mixtral-8x7b--mi300x--fp8--vllm,mixtral-8x7b,mi300x,fp8,vllm,math,22.6,113,500
mixtral-8x7b--mi300x--fp8--vllm,mixtral-8x7b,mi300x,fp8,vllm,safety,13.846153846153848,72,520
qwen-7b--b200--fp16--sglang,qwen-7b,b200,fp16,sglang,code,0.0,0,164
qwen-7b--b200--fp16--sglang,qwen-7b,b200,fp16,sglang,long_context,0.0,0,100
qwen-7b--b200--fp16--sglang,qwen-7b,b200,fp16,sglang,math,2.4,12,500
qwen-7b--b200--fp16--sglang,qwen-7b,b200,fp16,sglang,safety,3.2692307692307696,17,520
qwen-7b--b200--fp16--tensorrt-llm,qwen-7b,b200,fp16,tensorrt-llm,code,0.0,0,164
qwen-7b--b200--fp16--tensorrt-llm,qwen-7b,b200,fp16,tensorrt-llm,long_context,0.0,0,100
qwen-7b--b200--fp16--tensorrt-llm,qwen-7b,b200,fp16,tensorrt-llm,math,85.2,426,500
qwen-7b--b200--fp16--tensorrt-llm,qwen-7b,b200,fp16,tensorrt-llm,safety,4.807692307692308,25,520
qwen-7b--b200--fp16--vllm,qwen-7b,b200,fp16,vllm,code,0.0,0,164
qwen-7b--b200--fp16--vllm,qwen-7b,b200,fp16,vllm,long_context,0.0,0,100
qwen-7b--b200--fp16--vllm,qwen-7b,b200,fp16,vllm,math,0.0,0,500
qwen-7b--b200--fp16--vllm,qwen-7b,b200,fp16,vllm,safety,0.0,0,520
qwen-7b--b200--fp4--tensorrt-llm,qwen-7b,b200,fp4,tensorrt-llm,code,0.0,0,164
qwen-7b--b200--fp4--tensorrt-llm,qwen-7b,b200,fp4,tensorrt-llm,long_context,0.0,0,100
qwen-7b--b200--fp4--tensorrt-llm,qwen-7b,b200,fp4,tensorrt-llm,math,85.2,426,500
qwen-7b--b200--fp4--tensorrt-llm,qwen-7b,b200,fp4,tensorrt-llm,safety,4.807692307692308,25,520
qwen-7b--b200--fp8--sglang,qwen-7b,b200,fp8,sglang,code,0.0,0,164
qwen-7b--b200--fp8--sglang,qwen-7b,b200,fp8,sglang,long_context,0.0,0,100
qwen-7b--b200--fp8--sglang,qwen-7b,b200,fp8,sglang,math,5.4,27,500
qwen-7b--b200--fp8--sglang,qwen-7b,b200,fp8,sglang,safety,6.538461538461539,34,520
qwen-7b--b200--fp8--tensorrt-llm,qwen-7b,b200,fp8,tensorrt-llm,code,0.0,0,164
qwen-7b--b200--fp8--tensorrt-llm,qwen-7b,b200,fp8,tensorrt-llm,long_context,0.0,0,100
qwen-7b--b200--fp8--tensorrt-llm,qwen-7b,b200,fp8,tensorrt-llm,math,85.2,426,500
qwen-7b--b200--fp8--tensorrt-llm,qwen-7b,b200,fp8,tensorrt-llm,safety,4.807692307692308,25,520
qwen-7b--b200--fp8--vllm,qwen-7b,b200,fp8,vllm,code,0.0,0,164
qwen-7b--b200--fp8--vllm,qwen-7b,b200,fp8,vllm,long_context,0.0,0,100
qwen-7b--b200--fp8--vllm,qwen-7b,b200,fp8,vllm,math,6.800000000000001,34,500
qwen-7b--b200--fp8--vllm,qwen-7b,b200,fp8,vllm,safety,6.730769230769231,35,520
qwen-7b--h100--fp16--sglang,qwen-7b,h100,fp16,sglang,code,0.0,0,164
qwen-7b--h100--fp16--sglang,qwen-7b,h100,fp16,sglang,long_context,0.0,0,100
qwen-7b--h100--fp16--sglang,qwen-7b,h100,fp16,sglang,math,3.8,19,500
qwen-7b--h100--fp16--sglang,qwen-7b,h100,fp16,sglang,safety,3.653846153846154,19,520
qwen-7b--h100--fp16--tensorrt-llm,qwen-7b,h100,fp16,tensorrt-llm,code,0.0,0,164
qwen-7b--h100--fp16--tensorrt-llm,qwen-7b,h100,fp16,tensorrt-llm,long_context,0.0,0,100
qwen-7b--h100--fp16--tensorrt-llm,qwen-7b,h100,fp16,tensorrt-llm,math,84.8,424,500
qwen-7b--h100--fp16--tensorrt-llm,qwen-7b,h100,fp16,tensorrt-llm,safety,3.653846153846154,19,520
qwen-7b--h100--fp8--sglang,qwen-7b,h100,fp8,sglang,code,0.0,0,164
qwen-7b--h100--fp8--sglang,qwen-7b,h100,fp8,sglang,long_context,0.0,0,100
qwen-7b--h100--fp8--sglang,qwen-7b,h100,fp8,sglang,math,5.4,27,500
qwen-7b--h100--fp8--sglang,qwen-7b,h100,fp8,sglang,safety,6.730769230769231,35,520
qwen-7b--h100--fp8--tensorrt-llm,qwen-7b,h100,fp8,tensorrt-llm,code,0.0,0,164
qwen-7b--h100--fp8--tensorrt-llm,qwen-7b,h100,fp8,tensorrt-llm,long_context,0.0,0,100
qwen-7b--h100--fp8--tensorrt-llm,qwen-7b,h100,fp8,tensorrt-llm,math,84.8,424,500
qwen-7b--h100--fp8--tensorrt-llm,qwen-7b,h100,fp8,tensorrt-llm,safety,3.653846153846154,19,520
qwen-7b--h100--fp8--vllm,qwen-7b,h100,fp8,vllm,code,0.0,0,164
qwen-7b--h100--fp8--vllm,qwen-7b,h100,fp8,vllm,long_context,0.0,0,100
qwen-7b--h100--fp8--vllm,qwen-7b,h100,fp8,vllm,math,6.4,32,500
qwen-7b--h100--fp8--vllm,qwen-7b,h100,fp8,vllm,safety,7.884615384615384,41,520
qwen-7b--h200--fp16--sglang,qwen-7b,h200,fp16,sglang,code,0.0,0,164
qwen-7b--h200--fp16--sglang,qwen-7b,h200,fp16,sglang,long_context,0.0,0,100
qwen-7b--h200--fp16--sglang,qwen-7b,h200,fp16,sglang,math,3.4000000000000004,17,500
qwen-7b--h200--fp16--sglang,qwen-7b,h200,fp16,sglang,safety,3.653846153846154,19,520
qwen-7b--h200--fp16--tensorrt-llm,qwen-7b,h200,fp16,tensorrt-llm,code,0.0,0,164
qwen-7b--h200--fp16--tensorrt-llm,qwen-7b,h200,fp16,tensorrt-llm,long_context,0.0,0,100
qwen-7b--h200--fp16--tensorrt-llm,qwen-7b,h200,fp16,tensorrt-llm,math,84.8,424,500
qwen-7b--h200--fp16--tensorrt-llm,qwen-7b,h200,fp16,tensorrt-llm,safety,3.653846153846154,19,520
qwen-7b--h200--fp16--vllm,qwen-7b,h200,fp16,vllm,code,0.0,0,164
qwen-7b--h200--fp16--vllm,qwen-7b,h200,fp16,vllm,long_context,0.0,0,100
qwen-7b--h200--fp16--vllm,qwen-7b,h200,fp16,vllm,math,0.0,0,500
qwen-7b--h200--fp16--vllm,qwen-7b,h200,fp16,vllm,safety,0.9615384615384616,5,520
qwen-7b--h200--fp8--sglang,qwen-7b,h200,fp8,sglang,code,0.0,0,164
qwen-7b--h200--fp8--sglang,qwen-7b,h200,fp8,sglang,long_context,0.0,0,100
qwen-7b--h200--fp8--sglang,qwen-7b,h200,fp8,sglang,math,5.4,27,500
qwen-7b--h200--fp8--sglang,qwen-7b,h200,fp8,sglang,safety,6.730769230769231,35,520
qwen-7b--h200--fp8--tensorrt-llm,qwen-7b,h200,fp8,tensorrt-llm,code,0.0,0,164
qwen-7b--h200--fp8--tensorrt-llm,qwen-7b,h200,fp8,tensorrt-llm,long_context,0.0,0,100
qwen-7b--h200--fp8--tensorrt-llm,qwen-7b,h200,fp8,tensorrt-llm,math,84.8,424,500
qwen-7b--h200--fp8--tensorrt-llm,qwen-7b,h200,fp8,tensorrt-llm,safety,3.653846153846154,19,520
qwen-7b--h200--fp8--vllm,qwen-7b,h200,fp8,vllm,code,0.0,0,164
qwen-7b--h200--fp8--vllm,qwen-7b,h200,fp8,vllm,long_context,0.0,0,100
qwen-7b--h200--fp8--vllm,qwen-7b,h200,fp8,vllm,math,6.4,32,500
qwen-7b--h200--fp8--vllm,qwen-7b,h200,fp8,vllm,safety,7.884615384615384,41,520
qwen-7b--mi300x--fp16--sglang,qwen-7b,mi300x,fp16,sglang,code,0.0,0,164
qwen-7b--mi300x--fp16--sglang,qwen-7b,mi300x,fp16,sglang,long_context,0.0,0,100
qwen-7b--mi300x--fp16--sglang,qwen-7b,mi300x,fp16,sglang,math,3.2,16,500
qwen-7b--mi300x--fp16--sglang,qwen-7b,mi300x,fp16,sglang,safety,4.423076923076923,23,520
qwen-7b--mi300x--fp16--vllm,qwen-7b,mi300x,fp16,vllm,code,0.0,0,164
qwen-7b--mi300x--fp16--vllm,qwen-7b,mi300x,fp16,vllm,long_context,0.0,0,100
qwen-7b--mi300x--fp16--vllm,qwen-7b,mi300x,fp16,vllm,math,0.4,2,500
qwen-7b--mi300x--fp16--vllm,qwen-7b,mi300x,fp16,vllm,safety,0.576923076923077,3,520
qwen-7b--mi300x--fp8--sglang,qwen-7b,mi300x,fp8,sglang,code,0.0,0,164
qwen-7b--mi300x--fp8--sglang,qwen-7b,mi300x,fp8,sglang,long_context,0.0,0,100
qwen-7b--mi300x--fp8--sglang,qwen-7b,mi300x,fp8,sglang,math,6.0,30,500
qwen-7b--mi300x--fp8--sglang,qwen-7b,mi300x,fp8,sglang,safety,6.730769230769231,35,520
qwen-7b--mi300x--fp8--vllm,qwen-7b,mi300x,fp8,vllm,code,0.0,0,164
qwen-7b--mi300x--fp8--vllm,qwen-7b,mi300x,fp8,vllm,long_context,0.0,0,100
qwen-7b--mi300x--fp8--vllm,qwen-7b,mi300x,fp8,vllm,math,5.800000000000001,29,500
qwen-7b--mi300x--fp8--vllm,qwen-7b,mi300x,fp8,vllm,safety,5.961538461538462,31,520
